logical_key,cui,company_name,reporting_period,source_file,sha256,schema_version,invoice_number,invoice_date,invoice_type,direction,line_number,product_code,product_description,normalized_product,quantity,unit_of_measure,unit_price,line_amount,vat_percent,tax_code,tax_type,tax_amount,account_id,account_description,account_type,warehouse_id,warehouse_exists,validation_status
9900031_31-05-2026,9900031,SYNTH COMPANY 031 SRL,31-05-2026,SYNTH_9900031_31-05-2026_Inf.xml,997c84b517b516d93bbaea1c23178b8a089cbe538592b49e9e8074b79d8684fa,2.0,SYN9900031-000031,2026-05-02,380,PURCHASE,3,00000181,SYNTH MISC 00181,synth misc 00181,207.784,L,300.89,,21.00,321181,300,,601,CHELT. CU MATERIILE PRIME,Cheltuieli,,False,VALID
9900031_31-05-2026,9900031,SYNTH COMPANY 031 SRL,31-05-2026,SYNTH_9900031_31-05-2026_Inf.xml,997c84b517b516d93bbaea1c23178b8a089cbe538592b49e9e8074b79d8684fa,2.0,SYN9900031-000031,2026-05-02,380,PURCHASE,4,00000846,SYNTH UTILITY 00846,synth utility 00846,438.626,,105.96,,19.00,319846,300,,371,MARFURI,Activ,,False,VALID
9900031_31-05-2026,9900031,SYNTH COMPANY 031 SRL,31-05-2026,SYNTH_9900031_31-05-2026_Inf.xml,997c84b517b516d93bbaea1c23178b8a089cbe538592b49e9e8074b79d8684fa,2.0,SYN9900031-000031,2026-05-02,380,PURCHASE,5,00000962,SYNTH UTILITY 00962,synth utility 00962,247.041,BUC,496.66,,9.00,309962,300,,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,,False,VALID
9900031_31-05-2026,9900031,SYNTH COMPANY 031 SRL,31-05-2026,SYNTH_9900031_31-05-2026_Inf.xml,997c84b517b516d93bbaea1c23178b8a089cbe538592b49e9e8074b79d8684fa,2.0,SYN9900031-000031,2026-05-02,380,PURCHASE,6,00001150,SYNTH MAINTENANCE 01150,synth maintenance 01150,357.565,,411.43,,9.00,309150,300,,607,CHELT. PRIVIND MARFURILE,Cheltuieli,,False,VALID
9900031_31-05-2026,9900031,SYNTH COMPANY 031 SRL,31-05-2026,SYNTH_9900031_31-05-2026_Inf.xml,997c84b517b516d93bbaea1c23178b8a089cbe538592b49e9e8074b79d8684fa,2.0,SYN9900031-000031,2026-05-02,380,PURCHASE,7,00000268,SYNTH SERVICE 00268,synth service 00268,86.134,,30.29,,11.00,311268,300,,601,CHELT. CU MATERIILE PRIME,Cheltuieli,,False,VALID
9900031_31-07-2024,9900031,SYNTH COMPANY 031 SRL,31-07-2024,SYNTH_9900031_31-07-2024_Inf.xml,6b75877e5ad406cc501c2cf11d61fb51eae1ce9a8ce52688924d2ea9c330a6cc,2.0,SYN9900031-000032,2024-07-31,380,SALE,1,00000636,SYNTH PACKAGING 00636,synth packaging 00636,275.906,,41.53,,9.00,309636,300,,4427,TVA COLECTATA,Pasiv,,False,VALID
9900031_31-07-2024,9900031,SYNTH COMPANY 031 SRL,31-07-2024,SYNTH_9900031_31-07-2024_Inf.xml,6b75877e5ad406cc501c2cf11d61fb51eae1ce9a8ce52688924d2ea9c330a6cc,2.0,SYN9900031-000032,2024-07-31,380,SALE,2,00000636,SYNTH PACKAGING 00636,synth packaging 00636,192.607,KG,96.47,,9.00,309636,300,,4427,TVA COLECTATA,Pasiv,,False,VALID
9900031_31-07-2024,9900031,SYNTH COMPANY 031 SRL,31-07-2024,SYNTH_9900031_31-07-2024_Inf.xml,6b75877e5ad406cc501c2cf11d61fb51eae1ce9a8ce52688924d2ea9c330a6cc,2.0,SYN9900031-000032,2024-07-31,380,SALE,3,00000842,SYNTH UTILITY 00842,synth utility 00842,392.930,,255.18,,11.00,311842,300,,4427,TVA COLECTATA,Pasiv,,False,VALID
9900031_31-07-2024,9900031,SYNTH COMPANY 031 SRL,31-07-2024,SYNTH_9900031_31-07-2024_Inf.xml,6b75877e5ad406cc501c2cf11d61fb51eae1ce9a8ce52688924d2ea9c330a6cc,2.0,SYN9900031-000032,2024-07-31,380,SALE,4,00000356,SYNTH OFFICE 00356,synth office 00356,392.511,BUC,269.39,,,300356,300,,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,,False,VALID
9900031_31-07-2024,9900031,SYNTH COMPANY 031 SRL,31-07-2024,SYNTH_9900031_31-07-2024_Inf.xml,6b75877e5ad406cc501c2cf11d61fb51eae1ce9a8ce52688924d2ea9c330a6cc,2.0,SYN9900031-000032,2024-07-31,380,SALE,5,00000650,SYNTH SERVICE 00650,synth service 00650,114.675,BUC,200.16,,9.00,309650,300,,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,,False,VALID
9900031_31-07-2024,9900031,SYNTH COMPANY 031 SRL,31-07-2024,SYNTH_9900031_31-07-2024_Inf.xml,6b75877e5ad406cc501c2cf11d61fb51eae1ce9a8ce52688924d2ea9c330a6cc,2.0,SYN9900031-000032,2024-07-31,380,SALE,6,00000650,SYNTH SERVICE 00650,synth service 00650,48.445,,291.92,,9.00,309650,300,,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,,False,VALID
9900031_31-03-2026,9900031,SYNTH COMPANY 031 SRL,31-03-2026,SYNTH_9900031_31-03-2026_Inf.xml,3cc270871d5b27317f280c243fdb310b24c3f0f1bf6c7ddd5674eac62162fdce,2.0,SYN9900031-000033,2026-03-11,380,PURCHASE,1,00000404,SYNTH MISC 00404,synth misc 00404,427.029,KG,422.03,,11.00,311404,300,,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,,False,VALID
9900031_31-03-2026,9900031,SYNTH COMPANY 031 SRL,31-03-2026,SYNTH_9900031_31-03-2026_Inf.xml,3cc270871d5b27317f280c243fdb310b24c3f0f1bf6c7ddd5674eac62162fdce,2.0,SYN9900031-000033,2026-03-11,380,PURCHASE,2,00000648,SYNTH PACKAGING 00648,synth packaging 00648,222.369,BUC,174.69,,5.00,305648,300,,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,,False,VALID
9900031_31-03-2026,9900031,SYNTH COMPANY 031 SRL,31-03-2026,SYNTH_9900031_31-03-2026_Inf.xml,3cc270871d5b27317f280c243fdb310b24c3f0f1bf6c7ddd5674eac62162fdce,2.0,SYN9900031-000033,2026-03-11,380,PURCHASE,3,00000962,SYNTH UTILITY 00962,synth utility 00962,358.573,,117.06,,9.00,309962,300,,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,,False,VALID
9900031_31-03-2026,9900031,SYNTH COMPANY 031 SRL,31-03-2026,SYNTH_9900031_31-03-2026_Inf.xml,691347469bad0b0dacf49557d130a879d85ea47c87fbc23abd2058694713f533,2.0,SYN9900031-000034,2026-03-05,380,PURCHASE,1,00000341,SYNTH SERVICE 00341,synth service 00341,419.454,KG,156.21,,21.00,321341,300,,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,,False,VALID
9900031_31-03-2026,9900031,SYNTH COMPANY 031 SRL,31-03-2026,SYNTH_9900031_31-03-2026_Inf.xml,691347469bad0b0dacf49557d130a879d85ea47c87fbc23abd2058694713f533,2.0,SYN9900031-000034,2026-03-05,380,PURCHASE,2,00000648,SYNTH PACKAGING 00648,synth packaging 00648,369.245,BUC,137.74,,5.00,305648,300,,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,,False,VALID
9900031_31-03-2026,9900031,SYNTH COMPANY 031 SRL,31-03-2026,SYNTH_9900031_31-03-2026_Inf.xml,691347469bad0b0dacf49557d130a879d85ea47c87fbc23abd2058694713f533,2.0,SYN9900031-000034,2026-03-05,380,PURCHASE,3,00001085,SYNTH OFFICE 01085,synth office 01085,313.765,L,74.20,,11.00,311085,300,,4426,TVA DEDUCTIBILA,Activ,,False,VALID
9900031_31-07-2025,9900031,SYNTH COMPANY 031 SRL,31-07-2025,SYNTH_9900031_31-07-2025_Inf.xml,38627ca1462c7373a1558ba1798883cf8bf2a3d8c48ea1a9b3ab886c077e0392,2.0,SYN9900031-000035,2025-07-28,380,PURCHASE,1,00000648,SYNTH PACKAGING 00648,synth packaging 00648,11.624,BUC,295.78,,,300648,300,,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,,False,VALID
9900031_30-06-2026,9900031,SYNTH COMPANY 031 SRL,30-06-2026,SYNTH_9900031_30-06-2026_Inf.xml,4b2800e90fad4269666abb5d3362dcb334b4b7b1e15127baf311db0f9f6633b4,2.0,SYN9900031-000036,2026-06-08,380,PURCHASE,1,00000349,SYNTH RAW MATERIAL 00349,synth raw material 00349,315.182,KG,14.14,,0.00,300349,300,,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,,False,VALID
9900031_30-06-2026,9900031,SYNTH COMPANY 031 SRL,30-06-2026,SYNTH_9900031_30-06-2026_Inf.xml,4b2800e90fad4269666abb5d3362dcb334b4b7b1e15127baf311db0f9f6633b4,2.0,SYN9900031-000036,2026-06-08,380,PURCHASE,2,00000404,SYNTH MISC 00404,synth misc 00404,3.073,BUC,194.49,,11.00,311404,300,,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,,False,VALID
9900031_30-06-2026,9900031,SYNTH COMPANY 031 SRL,30-06-2026,SYNTH_9900031_30-06-2026_Inf.xml,4b2800e90fad4269666abb5d3362dcb334b4b7b1e15127baf311db0f9f6633b4,2.0,SYN9900031-000036,2026-06-08,380,PURCHASE,3,00000006,SYNTH OFFICE 00006,synth office 00006,207.468,,337.53,,19.00,319006,300,,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,,False,VALID
9900031_30-06-2026,9900031,SYNTH COMPANY 031 SRL,30-06-2026,SYNTH_9900031_30-06-2026_Inf.xml,4b2800e90fad4269666abb5d3362dcb334b4b7b1e15127baf311db0f9f6633b4,2.0,SYN9900031-000036,2026-06-08,380,PURCHASE,4,00000404,SYNTH MISC 00404,synth misc 00404,300.058,,64.11,,11.00,311404,300,,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,,False,VALID
9900031_30-11-2025,9900031,SYNTH COMPANY 031 SRL,30-11-2025,SYNTH_9900031_30-11-2025_Inf.xml,2de287b21a38bdef8812e3958ec9fee986aca339da7356f5b8efe50ad327209f,2.0,SYN9900031-000037,2025-11-18,380,PURCHASE,1,00001066,SYNTH TRANSPORT 01066,synth transport 01066,185.572,KG,425.47,,11.00,311066,300,,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,,False,VALID
9900031_30-11-2025,9900031,SYNTH COMPANY 031 SRL,30-11-2025,SYNTH_9900031_30-11-2025_Inf.xml,2de287b21a38bdef8812e3958ec9fee986aca339da7356f5b8efe50ad327209f,2.0,SYN9900031-000037,2025-11-18,380,PURCHASE,2,00000648,SYNTH PACKAGING 00648,synth packaging 00648,395.650,,205.55,,5.00,305648,300,,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,,False,VALID
9900031_30-11-2025,9900031,SYNTH COMPANY 031 SRL,30-11-2025,SYNTH_9900031_30-11-2025_Inf.xml,2de287b21a38bdef8812e3958ec9fee986aca339da7356f5b8efe50ad327209f,2.0,SYN9900031-000037,2025-11-18,380,PURCHASE,3,00000648,SYNTH PACKAGING 00648,synth packaging 00648,353.876,,38.12,,5.00,305648,300,,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,,False,VALID
9900031_30-11-2025,9900031,SYNTH COMPANY 031 SRL,30-11-2025,SYNTH_9900031_30-11-2025_Inf.xml,2de287b21a38bdef8812e3958ec9fee986aca339da7356f5b8efe50ad327209f,2.0,SYN9900031-000037,2025-11-18,380,PURCHASE,4,00000648,SYNTH PACKAGING 00648,synth packaging 00648,338.837,L,476.11,,5.00,305648,300,,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,,False,VALID
9900031_30-11-2025,9900031,SYNTH COMPANY 031 SRL,30-11-2025,SYNTH_9900031_30-11-2025_Inf.xml,2de287b21a38bdef8812e3958ec9fee986aca339da7356f5b8efe50ad327209f,2.0,SYN9900031-000037,2025-11-18,380,PURCHASE,5,00000648,SYNTH PACKAGING 00648,synth packaging 00648,35.068,,15.26,,5.00,305648,300,,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,,False,VALID
9900031_30-11-2025,9900031,SYNTH COMPANY 031 SRL,30-11-2025,SYNTH_9900031_30-11-2025_Inf.xml,2de287b21a38bdef8812e3958ec9fee986aca339da7356f5b8efe50ad327209f,2.0,SYN9900031-000037,2025-11-18,380,PURCHASE,6,00000349,SYNTH RAW MATERIAL 00349,synth raw material 00349,494.339,,460.91,,0.00,300349,300,,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,,False,VALID
9900031_31-08-2025,9900031,SYNTH COMPANY 031 SRL,31-08-2025,SYNTH_9900031_31-08-2025_Inf.xml,95c093b7e6e79320735c2f9e420fcbf20f089569b724227ae44e9e79eb9513fd,2.0,SYN9900031-000038,2025-08-23,380,PURCHASE,1,00000767,SYNTH RAW MATERIAL 00767,synth raw material 00767,421.310,,470.37,,9.00,309767,300,,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,,False,VALID
9900031_30-04-2026,9900031,SYNTH COMPANY 031 SRL,30-04-2026,SYNTH_9900031_30-04-2026_Inf.xml,9b185676f6ed27e80010a5edb33003bbebc1ce062737ddde7c576b1da8c904a8,2.0,SYN9900031-000039,2026-04-02,380,PURCHASE,1,00000962,SYNTH UTILITY 00962,synth utility 00962,347.225,BUC,413.65,,9.00,309962,300,,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,,False,VALID
9900031_31-08-2025,9900031,SYNTH COMPANY 031 SRL,31-08-2025,SYNTH_9900031_31-08-2025_Inf.xml,9a56695a1585821db3429abf63e8885610fdcbb84ee65ee8e37204b4d4768ba4,2.0,SYN9900031-000040,2025-08-01,380,SALE,1,00001053,SYNTH UTILITY 01053,synth utility 01053,158.448,,210.38,,0.00,300053,300,,411,CLIENTI,Activ,,False,VALID
9900031_31-08-2025,9900031,SYNTH COMPANY 031 SRL,31-08-2025,SYNTH_9900031_31-08-2025_Inf.xml,9a56695a1585821db3429abf63e8885610fdcbb84ee65ee8e37204b4d4768ba4,2.0,SYN9900031-000040,2025-08-01,380,SALE,2,00000010,SYNTH OFFICE 00010,synth office 00010,56.951,BUC,411.27,,11.00,311010,300,,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,,False,VALID
9900031_31-10-2025,9900031,SYNTH COMPANY 031 SRL,31-10-2025,SYNTH_9900031_31-10-2025_Inf.xml,99390f0dc2164913cf566e755f366c37f56158b8f3c9a1e81735f1c0117ea7d9,2.0,SYN9900031-000041,2025-10-20,380,PURCHASE,1,00000648,SYNTH PACKAGING 00648,synth packaging 00648,384.246,KG,382.84,,5.00,305648,300,,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,,False,VALID
9900031_31-10-2025,9900031,SYNTH COMPANY 031 SRL,31-10-2025,SYNTH_9900031_31-10-2025_Inf.xml,cdf418a549a2c6082853392a97cc5da304b51dcfb298a1728f6880ed3f250d9c,2.0,SYN9900031-000042,2025-10-16,380,PURCHASE,1,00000962,SYNTH UTILITY 00962,synth utility 00962,173.252,,40.01,,9.00,309962,300,,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,,False,VALID
9900031_31-10-2025,9900031,SYNTH COMPANY 031 SRL,31-10-2025,SYNTH_9900031_31-10-2025_Inf.xml,cdf418a549a2c6082853392a97cc5da304b51dcfb298a1728f6880ed3f250d9c,2.0,SYN9900031-000042,2025-10-16,380,PURCHASE,2,00000962,SYNTH UTILITY 00962,synth utility 00962,438.688,KG,174.26,,9.00,309962,300,,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,,False,VALID
9900031_31-10-2025,9900031,SYNTH COMPANY 031 SRL,31-10-2025,SYNTH_9900031_31-10-2025_Inf.xml,cdf418a549a2c6082853392a97cc5da304b51dcfb298a1728f6880ed3f250d9c,2.0,SYN9900031-000042,2025-10-16,380,PURCHASE,3,00001066,SYNTH TRANSPORT 01066,synth transport 01066,129.819,BUC,420.40,,11.00,311066,300,,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,,False,VALID
9900031_31-10-2025,9900031,SYNTH COMPANY 031 SRL,31-10-2025,SYNTH_9900031_31-10-2025_Inf.xml,5d474e7776a82ace38641e1114176ef8b7f7ce9382609df8ded264249fb4b9ee,2.0,SYN9900031-000043,2025-10-30,380,PURCHASE,1,00000957,SYNTH TRANSPORT 00957,synth transport 00957,409.743,KG,140.85,,19.00,319957,300,,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,,False,VALID
9900031_31-10-2025,9900031,SYNTH COMPANY 031 SRL,31-10-2025,SYNTH_9900031_31-10-2025_Inf.xml,5d474e7776a82ace38641e1114176ef8b7f7ce9382609df8ded264249fb4b9ee,2.0,SYN9900031-000043,2025-10-30,380,PURCHASE,2,00000767,SYNTH RAW MATERIAL 00767,synth raw material 00767,420.619,,187.45,,9.00,309767,300,,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,,False,VALID
9900031_31-10-2024,9900031,SYNTH COMPANY 031 SRL,31-10-2024,SYNTH_9900031_31-10-2024_Inf.xml,0b8a3bfe58a7fa2f1305a1860106665ffa900113d630d6f211dc130b8ba386bf,2.0,SYN9900031-000044,2024-10-05,380,PURCHASE,1,00000006,SYNTH OFFICE 00006,synth office 00006,282.985,L,4.67,,19.00,319006,300,,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,,False,VALID
9900031_31-10-2024,9900031,SYNTH COMPANY 031 SRL,31-10-2024,SYNTH_9900031_31-10-2024_Inf.xml,0b8a3bfe58a7fa2f1305a1860106665ffa900113d630d6f211dc130b8ba386bf,2.0,SYN9900031-000044,2024-10-05,380,PURCHASE,2,00000767,SYNTH RAW MATERIAL 00767,synth raw material 00767,173.003,L,417.02,,9.00,309767,300,,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,,False,VALID
9900031_31-10-2024,9900031,SYNTH COMPANY 031 SRL,31-10-2024,SYNTH_9900031_31-10-2024_Inf.xml,0b8a3bfe58a7fa2f1305a1860106665ffa900113d630d6f211dc130b8ba386bf,2.0,SYN9900031-000044,2024-10-05,380,PURCHASE,3,00000349,SYNTH RAW MATERIAL 00349,synth raw material 00349,8.932,L,22.15,,0.00,300349,300,,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,,False,VALID
9900031_31-05-2025,9900031,SYNTH COMPANY 031 SRL,31-05-2025,SYNTH_9900031_31-05-2025_Inf.xml,4d421dc35ba112b850cf09a31c7f01d0f00712686c90408bf0e40ea796aa3eaa,2.0,SYN9900031-000045,2025-05-07,380,PURCHASE,1,00000341,SYNTH SERVICE 00341,synth service 00341,163.128,BUC,72.37,,21.00,321341,300,,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,,False,VALID
9900031_31-05-2025,9900031,SYNTH COMPANY 031 SRL,31-05-2025,SYNTH_9900031_31-05-2025_Inf.xml,4d421dc35ba112b850cf09a31c7f01d0f00712686c90408bf0e40ea796aa3eaa,2.0,SYN9900031-000045,2025-05-07,380,PURCHASE,2,00000470,SYNTH FUEL 00470,synth fuel 00470,136.346,KG,198.07,,21.00,321470,300,,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,,False,VALID
9900031_31-05-2025,9900031,SYNTH COMPANY 031 SRL,31-05-2025,SYNTH_9900031_31-05-2025_Inf.xml,4d421dc35ba112b850cf09a31c7f01d0f00712686c90408bf0e40ea796aa3eaa,2.0,SYN9900031-000045,2025-05-07,380,PURCHASE,3,00000648,SYNTH PACKAGING 00648,synth packaging 00648,455.287,,382.76,,5.00,305648,300,,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,,False,VALID
9900031_31-05-2025,9900031,SYNTH COMPANY 031 SRL,31-05-2025,SYNTH_9900031_31-05-2025_Inf.xml,4d421dc35ba112b850cf09a31c7f01d0f00712686c90408bf0e40ea796aa3eaa,2.0,SYN9900031-000045,2025-05-07,380,PURCHASE,4,00000006,SYNTH OFFICE 00006,synth office 00006,377.334,KG,190.82,,19.00,319006,300,,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,,False,VALID
9900031_31-07-2025,9900031,SYNTH COMPANY 031 SRL,31-07-2025,SYNTH_9900031_31-07-2025_Inf.xml,93b4a9ec5b9caf7a3fd0bdfa2a3c3b80001ebef30971bacddb7da22e824f1dbb,2.0,SYN9900031-000046,2025-07-30,380,PURCHASE,1,00000767,SYNTH RAW MATERIAL 00767,synth raw material 00767,228.253,,159.82,,0.00,300767,300,,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,,False,VALID
9900031_30-06-2026,9900031,SYNTH COMPANY 031 SRL,30-06-2026,SYNTH_9900031_30-06-2026_Inf.xml,eb76d334d81a8bede01715b0870b0385267df4e3845643417d860802d5b0dd7e,2.0,SYN9900031-000047,2026-06-04,380,PURCHASE,1,00000648,SYNTH PACKAGING 00648,synth packaging 00648,231.607,,272.55,,5.00,305648,300,,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,,False,VALID
9900031_30-06-2026,9900031,SYNTH COMPANY 031 SRL,30-06-2026,SYNTH_9900031_30-06-2026_Inf.xml,eb76d334d81a8bede01715b0870b0385267df4e3845643417d860802d5b0dd7e,2.0,SYN9900031-000047,2026-06-04,380,PURCHASE,2,00000404,SYNTH MISC 00404,synth misc 00404,69.991,L,416.38,,11.00,311404,300,,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,,False,VALID
9900031_30-06-2026,9900031,SYNTH COMPANY 031 SRL,30-06-2026,SYNTH_9900031_30-06-2026_Inf.xml,eb76d334d81a8bede01715b0870b0385267df4e3845643417d860802d5b0dd7e,2.0,SYN9900031-000047,2026-06-04,380,PURCHASE,3,00000767,SYNTH RAW MATERIAL 00767,synth raw material 00767,181.446,,402.51,,9.00,309767,300,,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,,False,VALID
9900031_30-06-2026,9900031,SYNTH COMPANY 031 SRL,30-06-2026,SYNTH_9900031_30-06-2026_Inf.xml,eb76d334d81a8bede01715b0870b0385267df4e3845643417d860802d5b0dd7e,2.0,SYN9900031-000047,2026-06-04,380,PURCHASE,4,00000341,SYNTH SERVICE 00341,synth service 00341,215.548,L,148.35,,21.00,321341,300,,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,,False,VALID
9900031_30-06-2026,9900031,SYNTH COMPANY 031 SRL,30-06-2026,SYNTH_9900031_30-06-2026_Inf.xml,eb76d334d81a8bede01715b0870b0385267df4e3845643417d860802d5b0dd7e,2.0,SYN9900031-000047,2026-06-04,380,PURCHASE,5,00000551,SYNTH UTILITY 00551,synth utility 00551,399.474,,266.90,,5.00,305551,300,,601,CHELT. CU MATERIILE PRIME,Cheltuieli,,False,VALID
9900031_30-06-2026,9900031,SYNTH COMPANY 031 SRL,30-06-2026,SYNTH_9900031_30-06-2026_Inf.xml,eb76d334d81a8bede01715b0870b0385267df4e3845643417d860802d5b0dd7e,2.0,SYN9900031-000047,2026-06-04,380,PURCHASE,6,00000181,SYNTH MISC 00181,synth misc 00181,296.269,L,432.11,,21.00,321181,300,,601,CHELT. CU MATERIILE PRIME,Cheltuieli,,False,VALID
9900031_31-01-2026,9900031,SYNTH COMPANY 031 SRL,31-01-2026,SYNTH_9900031_31-01-2026_Inf.xml,9929dd96433a5ff5f4a74a059a4b6d1829cfb37992be014820ac48ec0cdb0b45,2.0,SYN9900031-000048,2026-01-09,380,PURCHASE,1,00000648,SYNTH PACKAGING 00648,synth packaging 00648,419.120,BUC,150.10,,5.00,305648,300,,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,,False,VALID
9900031_30-09-2024,9900031,SYNTH COMPANY 031 SRL,30-09-2024,SYNTH_9900031_30-09-2024_Inf.xml,c0b4aab1c159708a093b66de95e86789aec9d04ccef4993c58d9824ea40342ea,2.0,SYN9900031-000049,2024-09-12,380,PURCHASE,1,00001066,SYNTH TRANSPORT 01066,synth transport 01066,106.685,KG,273.37,,11.00,311066,300,,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,,False,VALID
9900031_31-08-2024,9900031,SYNTH COMPANY 031 SRL,31-08-2024,SYNTH_9900031_31-08-2024_Inf.xml,ca42f7e338d05211d2c8b586344d66ffd48195d70df48cc485111e3b2e9664c9,2.0,SYN9900031-000050,2024-08-16,380,SALE,1,00000010,SYNTH OFFICE 00010,synth office 00010,93.297,,331.94,,11.00,311010,300,,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,,False,VALID
9900031_31-08-2024,9900031,SYNTH COMPANY 031 SRL,31-08-2024,SYNTH_9900031_31-08-2024_Inf.xml,ca42f7e338d05211d2c8b586344d66ffd48195d70df48cc485111e3b2e9664c9,2.0,SYN9900031-000050,2024-08-16,380,SALE,2,00000010,SYNTH OFFICE 00010,synth office 00010,330.761,BUC,121.71,,11.00,311010,300,,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,,False,VALID
9900031_31-08-2024,9900031,SYNTH COMPANY 031 SRL,31-08-2024,SYNTH_9900031_31-08-2024_Inf.xml,ca42f7e338d05211d2c8b586344d66ffd48195d70df48cc485111e3b2e9664c9,2.0,SYN9900031-000050,2024-08-16,380,SALE,3,00000010,SYNTH OFFICE 00010,synth office 00010,250.505,KG,482.13,,11.00,311010,300,,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,,False,VALID
9900031_31-08-2024,9900031,SYNTH COMPANY 031 SRL,31-08-2024,SYNTH_9900031_31-08-2024_Inf.xml,ca42f7e338d05211d2c8b586344d66ffd48195d70df48cc485111e3b2e9664c9,2.0,SYN9900031-000050,2024-08-16,380,SALE,4,00000356,SYNTH OFFICE 00356,synth office 00356,492.529,,161.62,,11.00,311356,300,,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,,False,VALID
9900031_31-08-2024,9900031,SYNTH COMPANY 031 SRL,31-08-2024,SYNTH_9900031_31-08-2024_Inf.xml,ca42f7e338d05211d2c8b586344d66ffd48195d70df48cc485111e3b2e9664c9,2.0,SYN9900031-000050,2024-08-16,380,SALE,5,00000010,SYNTH OFFICE 00010,synth office 00010,244.101,KG,29.56,,11.00,311010,300,,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,,False,VALID
9900031_31-08-2024,9900031,SYNTH COMPANY 031 SRL,31-08-2024,SYNTH_9900031_31-08-2024_Inf.xml,ca42f7e338d05211d2c8b586344d66ffd48195d70df48cc485111e3b2e9664c9,2.0,SYN9900031-000050,2024-08-16,380,SALE,6,00000636,SYNTH PACKAGING 00636,synth packaging 00636,310.575,,305.81,,9.00,309636,300,,4427,TVA COLECTATA,Pasiv,,False,VALID
9900031_31-03-2026,9900031,SYNTH COMPANY 031 SRL,31-03-2026,SYNTH_9900031_31-03-2026_Inf.xml,ec597752399a8d2900f7c1c788aeabfea00b7bf89a475b5e899791556ae0b4a3,2.0,SYN9900031-000051,2026-03-11,380,SALE,1,00000636,SYNTH PACKAGING 00636,synth packaging 00636,35.007,BUC,298.75,,9.00,309636,300,,4427,TVA COLECTATA,Pasiv,,False,VALID
9900031_31-03-2026,9900031,SYNTH COMPANY 031 SRL,31-03-2026,SYNTH_9900031_31-03-2026_Inf.xml,ec597752399a8d2900f7c1c788aeabfea00b7bf89a475b5e899791556ae0b4a3,2.0,SYN9900031-000051,2026-03-11,380,SALE,2,00000356,SYNTH OFFICE 00356,synth office 00356,357.661,L,202.58,,11.00,311356,300,,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,,False,VALID
