Company,Product,Normalized Product,AccountID,AccountDescription,AccountType,Count,First Seen,Last Seen
SYNTH COMPANY 014 SRL,SYNTH MAINTENANCE 00098,synth maintenance 00098,4426,TVA DEDUCTIBILA,Activ,1,2025-06-12,2025-06-12
SYNTH COMPANY 014 SRL,SYNTH SERVICE 00239,synth service 00239,704,VEN. DIN SERVICII PRESTATE,Pasiv,3,2025-03-12,2025-12-10
SYNTH COMPANY 014 SRL,SYNTH SERVICE 00237,synth service 00237,701,VEN. DIN VANZAREA PROD. FINITE,Pasiv,1,2025-08-29,2025-08-29
SYNTH COMPANY 014 SRL,SYNTH RAW MATERIAL 00307,synth raw material 00307,704,VEN. DIN SERVICII PRESTATE,Pasiv,1,2025-10-20,2025-10-20
SYNTH COMPANY 015 SRL,SYNTH UTILITY 00843,synth utility 00843,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,7,2024-11-11,2025-09-12
SYNTH COMPANY 015 SRL,SYNTH FUEL 00738,synth fuel 00738,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,8,2024-11-11,2025-10-07
SYNTH COMPANY 015 SRL,SYNTH MAINTENANCE 01181,synth maintenance 01181,622,CHELT. CU COMISIOANELE SI ONORARIILE,Cheltuieli,6,2024-06-19,2026-01-15
SYNTH COMPANY 015 SRL,SYNTH SERVICE 00005,synth service 00005,4426,TVA DEDUCTIBILA,Activ,10,2024-11-28,2026-04-05
SYNTH COMPANY 015 SRL,SYNTH UTILITY 01074,synth utility 01074,4427,TVA COLECTATA,Pasiv,2,2025-07-31,2026-01-26
SYNTH COMPANY 015 SRL,SYNTH FUEL 01077,synth fuel 01077,704,VEN. DIN SERVICII PRESTATE,Pasiv,2,2024-06-06,2025-07-31
SYNTH COMPANY 015 SRL,SYNTH MAINTENANCE 00699,synth maintenance 00699,622,CHELT. CU COMISIOANELE SI ONORARIILE,Cheltuieli,6,2024-06-19,2025-10-07
SYNTH COMPANY 015 SRL,SYNTH PACKAGING 00554,synth packaging 00554,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,6,2024-06-19,2026-01-22
SYNTH COMPANY 015 SRL,SYNTH PACKAGING 00134,synth packaging 00134,601,CHELT. CU MATERIILE PRIME,Cheltuieli,2,2024-10-11,2025-07-05
SYNTH COMPANY 015 SRL,SYNTH UTILITY 00982,synth utility 00982,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,6,2024-09-17,2026-01-22
SYNTH COMPANY 015 SRL,SYNTH SERVICE 00753,synth service 00753,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,9,2024-11-28,2026-01-22
SYNTH COMPANY 015 SRL,SYNTH TRANSPORT 00130,synth transport 00130,411,CLIENTI,Activ,1,2026-06-25,2026-06-25
SYNTH COMPANY 015 SRL,SYNTH MISC 01190,synth misc 01190,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,2,2026-01-26,2026-06-25
SYNTH COMPANY 015 SRL,SYNTH RAW MATERIAL 01055,synth raw material 01055,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,2,2025-06-04,2026-06-25
SYNTH COMPANY 015 SRL,SYNTH MAINTENANCE 00049,synth maintenance 00049,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,2,2024-11-11,2025-03-25
SYNTH COMPANY 015 SRL,SYNTH MAINTENANCE 00741,synth maintenance 00741,605,CHELT. CU ENERGIA SI APA,Cheltuieli,2,2025-02-22,2025-03-25
SYNTH COMPANY 015 SRL,SYNTH RETAIL 01030,synth retail 01030,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,2,2025-01-18,2025-03-25
SYNTH COMPANY 015 SRL,SYNTH FUEL 00756,synth fuel 00756,401,FURNIZORI,Pasiv,3,2025-01-18,2025-12-04
SYNTH COMPANY 015 SRL,SYNTH PACKAGING 00625,synth packaging 00625,622,CHELT. CU COMISIOANELE SI ONORARIILE,Cheltuieli,2,2025-01-18,2025-03-12
SYNTH COMPANY 015 SRL,SYNTH RAW MATERIAL 00019,synth raw material 00019,704,VEN. DIN SERVICII PRESTATE,Pasiv,1,2025-06-04,2025-06-04
SYNTH COMPANY 015 SRL,SYNTH SERVICE 00017,synth service 00017,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,5,2024-09-17,2026-01-22
SYNTH COMPANY 015 SRL,SYNTH FUEL 00849,synth fuel 00849,605,CHELT. CU ENERGIA SI APA,Cheltuieli,1,2025-02-22,2025-02-22
SYNTH COMPANY 015 SRL,SYNTH PACKAGING 01165,synth packaging 01165,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,1,2025-01-18,2025-01-18
SYNTH COMPANY 016 SRL,SYNTH SERVICE 01133,synth service 01133,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,2,2024-08-21,2026-01-12
SYNTH COMPANY 016 SRL,SYNTH OFFICE 00073,synth office 00073,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,12,2024-07-20,2026-03-18
SYNTH COMPANY 016 SRL,SYNTH TRANSPORT 00659,synth transport 00659,602,CHELT. CU MATERIALELE CONSUMABILE,Cheltuieli,7,2024-07-22,2026-03-18
SYNTH COMPANY 016 SRL,SYNTH MAINTENANCE 01180,synth maintenance 01180,601,CHELT. CU MATERIILE PRIME,Cheltuieli,1,2024-07-22,2024-07-22
SYNTH COMPANY 016 SRL,SYNTH MISC 00533,synth misc 00533,4426,TVA DEDUCTIBILA,Activ,2,2024-07-22,2024-08-21
SYNTH COMPANY 016 SRL,SYNTH OFFICE 00177,synth office 00177,401,FURNIZORI,Pasiv,3,2024-08-28,2025-07-05
SYNTH COMPANY 016 SRL,SYNTH SERVICE 00945,synth service 00945,704,VEN. DIN SERVICII PRESTATE,Pasiv,14,2024-08-02,2026-04-03
SYNTH COMPANY 016 SRL,SYNTH TRANSPORT 00498,synth transport 00498,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,4,2024-07-20,2026-02-16
SYNTH COMPANY 016 SRL,SYNTH MISC 00889,synth misc 00889,411,CLIENTI,Activ,4,2025-05-08,2026-04-03
SYNTH COMPANY 016 SRL,SYNTH OFFICE 01155,synth office 01155,601,CHELT. CU MATERIILE PRIME,Cheltuieli,4,2024-08-26,2025-11-23
SYNTH COMPANY 016 SRL,SYNTH MISC 01186,synth misc 01186,371,MARFURI,Activ,1,2024-08-26,2024-08-26
SYNTH COMPANY 016 SRL,SYNTH PACKAGING 00636,synth packaging 00636,701,VEN. DIN VANZAREA PROD. FINITE,Pasiv,10,2024-08-02,2026-04-03
SYNTH COMPANY 016 SRL,SYNTH SERVICE 00288,synth service 00288,4427,TVA COLECTATA,Pasiv,3,2025-02-01,2026-06-08
SYNTH COMPANY 016 SRL,SYNTH MAINTENANCE 00545,synth maintenance 00545,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,1,2025-09-02,2025-09-02
SYNTH COMPANY 017 SRL,SYNTH SERVICE 00101,synth service 00101,607,CHELT. PRIVIND MARFURILE,Cheltuieli,27,2024-07-28,2026-05-25
SYNTH COMPANY 017 SRL,SYNTH SERVICE 00101,synth service 00101,602,CHELT. CU MATERIALELE CONSUMABILE,Cheltuieli,8,2024-07-20,2026-03-11
SYNTH COMPANY 017 SRL,SYNTH OFFICE 00407,synth office 00407,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,27,2024-07-20,2026-03-05
SYNTH COMPANY 017 SRL,SYNTH OFFICE 00251,synth office 00251,704,VEN. DIN SERVICII PRESTATE,Pasiv,7,2024-06-02,2026-01-12
SYNTH COMPANY 017 SRL,SYNTH MAINTENANCE 00185,synth maintenance 00185,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,1,2026-03-05,2026-03-05
SYNTH COMPANY 017 SRL,SYNTH SERVICE 00101,synth service 00101,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,5,2024-07-28,2026-03-19
SYNTH COMPANY 017 SRL,SYNTH MAINTENANCE 00074,synth maintenance 00074,4427,TVA COLECTATA,Pasiv,15,2024-06-02,2026-06-12
SYNTH COMPANY 017 SRL,SYNTH UTILITY 00930,synth utility 00930,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,2,2025-05-17,2025-06-30
SYNTH COMPANY 017 SRL,SYNTH RAW MATERIAL 00638,synth raw material 00638,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,3,2024-08-14,2026-03-11
SYNTH COMPANY 017 SRL,SYNTH RAW MATERIAL 00032,synth raw material 00032,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,4,2024-10-24,2025-08-05
SYNTH COMPANY 017 SRL,SYNTH MISC 00725,synth misc 00725,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,4,2025-08-05,2026-03-11
SYNTH COMPANY 017 SRL,SYNTH RETAIL 00164,synth retail 00164,4427,TVA COLECTATA,Pasiv,2,2024-06-02,2026-05-03
SYNTH COMPANY 017 SRL,SYNTH PACKAGING 00146,synth packaging 00146,602,CHELT. CU MATERIALELE CONSUMABILE,Cheltuieli,2,2024-10-28,2025-08-05
SYNTH COMPANY 017 SRL,SYNTH PACKAGING 01047,synth packaging 01047,601,CHELT. CU MATERIILE PRIME,Cheltuieli,3,2025-11-07,2026-05-25
SYNTH COMPANY 017 SRL,SYNTH SERVICE 00980,synth service 00980,4426,TVA DEDUCTIBILA,Activ,1,2025-05-24,2025-05-24
SYNTH COMPANY 017 SRL,SYNTH RETAIL 01147,synth retail 01147,605,CHELT. CU ENERGIA SI APA,Cheltuieli,3,2025-01-03,2026-05-25
SYNTH COMPANY 017 SRL,SYNTH SERVICE 00101,synth service 00101,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,1,2025-12-24,2025-12-24
SYNTH COMPANY 018 SRL,SYNTH RETAIL 00022,synth retail 00022,607,CHELT. PRIVIND MARFURILE,Cheltuieli,9,2024-09-15,2026-06-09
SYNTH COMPANY 018 SRL,SYNTH TRANSPORT 00386,synth transport 00386,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,3,2024-08-16,2026-02-16
SYNTH COMPANY 018 SRL,SYNTH RETAIL 01030,synth retail 01030,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,9,2024-08-16,2026-02-16
SYNTH COMPANY 018 SRL,SYNTH RETAIL 00070,synth retail 00070,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,7,2024-06-22,2026-04-22
SYNTH COMPANY 018 SRL,SYNTH SERVICE 00452,synth service 00452,371,MARFURI,Activ,13,2024-08-16,2026-04-22
SYNTH COMPANY 018 SRL,SYNTH FUEL 00985,synth fuel 00985,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,5,2024-08-16,2026-01-15
SYNTH COMPANY 018 SRL,SYNTH SERVICE 00753,synth service 00753,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,18,2024-09-28,2026-06-09
SYNTH COMPANY 018 SRL,SYNTH OFFICE 00612,synth office 00612,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,6,2024-09-28,2025-11-22
SYNTH COMPANY 018 SRL,SYNTH RETAIL 00392,synth retail 00392,4426,TVA DEDUCTIBILA,Activ,11,2024-08-22,2026-02-20
SYNTH COMPANY 018 SRL,SYNTH RETAIL 00164,synth retail 00164,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,13,2024-11-11,2026-06-03
SYNTH COMPANY 018 SRL,SYNTH UTILITY 00739,synth utility 00739,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,2,2025-05-23,2025-12-25
SYNTH COMPANY 018 SRL,SYNTH MAINTENANCE 01171,synth maintenance 01171,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,4,2024-08-26,2025-09-03
SYNTH COMPANY 018 SRL,SYNTH UTILITY 00758,synth utility 00758,401,FURNIZORI,Pasiv,2,2024-12-18,2025-12-25
SYNTH COMPANY 018 SRL,SYNTH FUEL 00705,synth fuel 00705,411,CLIENTI,Activ,8,2025-03-12,2026-06-03
SYNTH COMPANY 018 SRL,SYNTH OFFICE 00847,synth office 00847,4427,TVA COLECTATA,Pasiv,8,2024-11-10,2026-04-22
SYNTH COMPANY 018 SRL,SYNTH MISC 00246,synth misc 00246,602,CHELT. CU MATERIALELE CONSUMABILE,Cheltuieli,4,2024-10-02,2025-02-02
SYNTH COMPANY 018 SRL,SYNTH FUEL 01033,synth fuel 01033,4426,TVA DEDUCTIBILA,Activ,4,2024-09-15,2024-12-08
SYNTH COMPANY 018 SRL,SYNTH MAINTENANCE 01075,synth maintenance 01075,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,1,2024-12-08,2024-12-08
SYNTH COMPANY 018 SRL,SYNTH TRANSPORT 00644,synth transport 00644,607,CHELT. PRIVIND MARFURILE,Cheltuieli,4,2024-08-22,2026-06-09
SYNTH COMPANY 018 SRL,SYNTH SERVICE 00452,synth service 00452,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,1,2024-12-08,2024-12-08
SYNTH COMPANY 018 SRL,SYNTH MAINTENANCE 00737,synth maintenance 00737,704,VEN. DIN SERVICII PRESTATE,Pasiv,1,2026-01-16,2026-01-16
SYNTH COMPANY 018 SRL,SYNTH FUEL 00133,synth fuel 00133,704,VEN. DIN SERVICII PRESTATE,Pasiv,1,2026-01-16,2026-01-16
SYNTH COMPANY 018 SRL,SYNTH MISC 00633,synth misc 00633,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,2,2025-08-16,2026-02-07
SYNTH COMPANY 018 SRL,SYNTH RETAIL 00731,synth retail 00731,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,1,2025-11-16,2025-11-16
SYNTH COMPANY 018 SRL,SYNTH TRANSPORT 00056,synth transport 00056,401,FURNIZORI,Pasiv,2,2025-07-23,2025-08-20
SYNTH COMPANY 018 SRL,SYNTH UTILITY 01016,synth utility 01016,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,4,2024-10-02,2025-06-15
SYNTH COMPANY 018 SRL,SYNTH RETAIL 00350,synth retail 00350,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,1,2026-04-22,2026-04-22
SYNTH COMPANY 018 SRL,SYNTH UTILITY 00777,synth utility 00777,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,2,2025-08-20,2026-01-15
SYNTH COMPANY 018 SRL,SYNTH MAINTENANCE 00737,synth maintenance 00737,411,CLIENTI,Activ,1,2025-03-12,2025-03-12
SYNTH COMPANY 018 SRL,SYNTH OFFICE 00772,synth office 00772,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,1,2025-12-25,2025-12-25
SYNTH COMPANY 019 SRL,SYNTH RAW MATERIAL 01103,synth raw material 01103,401,FURNIZORI,Pasiv,1,2024-08-17,2024-08-17
SYNTH COMPANY 019 SRL,SYNTH TRANSPORT 00710,synth transport 00710,4426,TVA DEDUCTIBILA,Activ,6,2024-08-17,2025-12-07
SYNTH COMPANY 019 SRL,SYNTH RAW MATERIAL 00596,synth raw material 00596,622,CHELT. CU COMISIOANELE SI ONORARIILE,Cheltuieli,1,2024-08-17,2024-08-17
SYNTH COMPANY 019 SRL,SYNTH UTILITY 00551,synth utility 00551,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,3,2024-08-17,2025-06-06
SYNTH COMPANY 019 SRL,SYNTH MISC 00412,synth misc 00412,622,CHELT. CU COMISIOANELE SI ONORARIILE,Cheltuieli,2,2025-10-29,2025-10-29
SYNTH COMPANY 019 SRL,SYNTH OFFICE 00896,synth office 00896,613,CHELT. CU PRIMELE DE ASIGURARE,Cheltuieli,3,2025-10-07,2025-10-29
SYNTH COMPANY 019 SRL,SYNTH FUEL 00047,synth fuel 00047,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,4,2025-02-16,2025-12-07
SYNTH COMPANY 019 SRL,SYNTH MAINTENANCE 01171,synth maintenance 01171,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,1,2025-02-16,2025-02-16
SYNTH COMPANY 019 SRL,SYNTH SERVICE 00278,synth service 00278,704,VEN. DIN SERVICII PRESTATE,Pasiv,1,2024-11-10,2024-11-10
SYNTH COMPANY 019 SRL,SYNTH TRANSPORT 01122,synth transport 01122,704,VEN. DIN SERVICII PRESTATE,Pasiv,1,2024-11-10,2024-11-10
SYNTH COMPANY 019 SRL,SYNTH MAINTENANCE 00737,synth maintenance 00737,701,VEN. DIN VANZAREA PROD. FINITE,Pasiv,1,2024-11-10,2024-11-10
SYNTH COMPANY 019 SRL,SYNTH SERVICE 00787,synth service 00787,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,1,2024-11-10,2024-11-10
SYNTH COMPANY 019 SRL,SYNTH MAINTENANCE 00737,synth maintenance 00737,704,VEN. DIN SERVICII PRESTATE,Pasiv,2,2024-11-10,2025-10-14
SYNTH COMPANY 019 SRL,SYNTH TRANSPORT 00872,synth transport 00872,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,1,2025-06-01,2025-06-01
SYNTH COMPANY 019 SRL,SYNTH SERVICE 00239,synth service 00239,701,VEN. DIN VANZAREA PROD. FINITE,Pasiv,1,2025-03-22,2025-03-22
SYNTH COMPANY 019 SRL,SYNTH RETAIL 00021,synth retail 00021,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,1,2025-12-07,2025-12-07
SYNTH COMPANY 019 SRL,SYNTH SERVICE 00454,synth service 00454,701,VEN. DIN VANZAREA PROD. FINITE,Pasiv,2,2025-10-14,2025-10-14
SYNTH COMPANY 020 SRL,SYNTH TRANSPORT 00799,synth transport 00799,4427,TVA COLECTATA,Pasiv,20,2024-07-20,2026-06-04
SYNTH COMPANY 020 SRL,SYNTH OFFICE 00622,synth office 00622,4427,TVA COLECTATA,Pasiv,14,2024-09-05,2026-05-16
SYNTH COMPANY 020 SRL,SYNTH PACKAGING 00858,synth packaging 00858,411,CLIENTI,Activ,7,2025-04-16,2026-06-04
SYNTH COMPANY 020 SRL,SYNTH SERVICE 00055,synth service 00055,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,5,2024-09-05,2025-12-03
SYNTH COMPANY 020 SRL,SYNTH RETAIL 00314,synth retail 00314,704,VEN. DIN SERVICII PRESTATE,Pasiv,13,2024-07-04,2026-06-04
SYNTH COMPANY 020 SRL,SYNTH RAW MATERIAL 00165,synth raw material 00165,411,CLIENTI,Activ,5,2024-09-05,2026-02-01
SYNTH COMPANY 020 SRL,SYNTH MAINTENANCE 01157,synth maintenance 01157,613,CHELT. CU PRIMELE DE ASIGURARE,Cheltuieli,31,2024-06-12,2026-06-12
SYNTH COMPANY 020 SRL,SYNTH FUEL 00047,synth fuel 00047,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,16,2024-10-27,2026-06-26
SYNTH COMPANY 020 SRL,SYNTH MAINTENANCE 01171,synth maintenance 01171,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,5,2024-10-07,2026-04-07
SYNTH COMPANY 020 SRL,SYNTH PACKAGING 00196,synth packaging 00196,401,FURNIZORI,Pasiv,6,2024-06-28,2026-06-16
SYNTH COMPANY 020 SRL,SYNTH UTILITY 00852,synth utility 00852,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,27,2024-06-12,2026-06-26
SYNTH COMPANY 020 SRL,SYNTH MAINTENANCE 00810,synth maintenance 00810,622,CHELT. CU COMISIOANELE SI ONORARIILE,Cheltuieli,19,2024-07-15,2026-06-26
SYNTH COMPANY 020 SRL,SYNTH OFFICE 00977,synth office 00977,622,CHELT. CU COMISIOANELE SI ONORARIILE,Cheltuieli,13,2024-07-25,2026-06-12
SYNTH COMPANY 020 SRL,SYNTH RETAIL 00874,synth retail 00874,411,CLIENTI,Activ,2,2024-08-18,2024-11-02
SYNTH COMPANY 020 SRL,SYNTH PACKAGING 00973,synth packaging 00973,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,11,2024-10-07,2026-05-18
SYNTH COMPANY 020 SRL,SYNTH TRANSPORT 00598,synth transport 00598,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,10,2024-10-09,2026-05-30
SYNTH COMPANY 020 SRL,SYNTH PACKAGING 00517,synth packaging 00517,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,7,2024-06-21,2026-01-27
SYNTH COMPANY 020 SRL,SYNTH PACKAGING 00948,synth packaging 00948,371,MARFURI,Activ,12,2024-08-12,2026-06-12
SYNTH COMPANY 020 SRL,SYNTH PACKAGING 00886,synth packaging 00886,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,1,2025-11-18,2025-11-18
SYNTH COMPANY 020 SRL,SYNTH OFFICE 00535,synth office 00535,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,12,2024-10-09,2026-06-26
SYNTH COMPANY 020 SRL,SYNTH FUEL 00591,synth fuel 00591,613,CHELT. CU PRIMELE DE ASIGURARE,Cheltuieli,4,2025-06-12,2025-12-16
SYNTH COMPANY 020 SRL,SYNTH SERVICE 00389,synth service 00389,613,CHELT. CU PRIMELE DE ASIGURARE,Cheltuieli,3,2025-03-28,2025-12-16
SYNTH COMPANY 020 SRL,SYNTH PACKAGING 00855,synth packaging 00855,601,CHELT. CU MATERIILE PRIME,Cheltuieli,4,2025-07-05,2026-06-26
SYNTH COMPANY 020 SRL,SYNTH RAW MATERIAL 00183,synth raw material 00183,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,6,2024-08-12,2026-05-16
SYNTH COMPANY 020 SRL,SYNTH RETAIL 01030,synth retail 01030,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,6,2024-10-27,2026-04-06
SYNTH COMPANY 020 SRL,SYNTH FUEL 00118,synth fuel 00118,401,FURNIZORI,Pasiv,3,2024-12-07,2025-09-15
SYNTH COMPANY 020 SRL,SYNTH FUEL 00047,synth fuel 00047,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,1,2025-09-15,2025-09-15
SYNTH COMPANY 020 SRL,SYNTH RETAIL 00642,synth retail 00642,4426,TVA DEDUCTIBILA,Activ,2,2025-06-08,2025-10-06
SYNTH COMPANY 020 SRL,SYNTH SERVICE 00452,synth service 00452,601,CHELT. CU MATERIILE PRIME,Cheltuieli,7,2024-12-04,2026-05-30
SYNTH COMPANY 020 SRL,SYNTH OFFICE 00317,synth office 00317,602,CHELT. CU MATERIALELE CONSUMABILE,Cheltuieli,1,2026-01-27,2026-01-27
SYNTH COMPANY 020 SRL,SYNTH PACKAGING 00384,synth packaging 00384,622,CHELT. CU COMISIOANELE SI ONORARIILE,Cheltuieli,1,2025-08-12,2025-08-12
SYNTH COMPANY 020 SRL,SYNTH PACKAGING 00948,synth packaging 00948,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,1,2025-03-15,2025-03-15
SYNTH COMPANY 021 SRL,SYNTH RETAIL 00493,synth retail 00493,371,MARFURI,Activ,6,2024-12-15,2026-02-26
SYNTH COMPANY 021 SRL,SYNTH RAW MATERIAL 00157,synth raw material 00157,411,CLIENTI,Activ,8,2024-09-07,2026-03-20
SYNTH COMPANY 021 SRL,SYNTH FUEL 01127,synth fuel 01127,704,VEN. DIN SERVICII PRESTATE,Pasiv,2,2024-09-07,2024-09-07
SYNTH COMPANY 021 SRL,SYNTH MISC 00891,synth misc 00891,701,VEN. DIN VANZAREA PROD. FINITE,Pasiv,1,2024-09-07,2024-09-07
SYNTH COMPANY 021 SRL,SYNTH RETAIL 00490,synth retail 00490,704,VEN. DIN SERVICII PRESTATE,Pasiv,1,2024-09-07,2024-09-07
SYNTH COMPANY 021 SRL,SYNTH MISC 00393,synth misc 00393,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,1,2025-09-03,2025-09-03
SYNTH COMPANY 021 SRL,SYNTH RAW MATERIAL 00607,synth raw material 00607,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,1,2024-12-15,2024-12-15
SYNTH COMPANY 022 SRL,SYNTH MAINTENANCE 01200,synth maintenance 01200,411,CLIENTI,Activ,2,2024-08-02,2024-08-02
SYNTH COMPANY 022 SRL,SYNTH PACKAGING 00858,synth packaging 00858,704,VEN. DIN SERVICII PRESTATE,Pasiv,3,2024-08-02,2026-01-07
SYNTH COMPANY 022 SRL,SYNTH OFFICE 00037,synth office 00037,701,VEN. DIN VANZAREA PROD. FINITE,Pasiv,6,2024-08-02,2026-01-07
SYNTH COMPANY 022 SRL,SYNTH UTILITY 00815,synth utility 00815,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,3,2025-06-13,2026-06-27
SYNTH COMPANY 022 SRL,SYNTH FUEL 00623,synth fuel 00623,601,CHELT. CU MATERIILE PRIME,Cheltuieli,3,2025-01-28,2026-06-27
SYNTH COMPANY 022 SRL,SYNTH RAW MATERIAL 00851,synth raw material 00851,607,CHELT. PRIVIND MARFURILE,Cheltuieli,4,2024-11-07,2026-06-27
SYNTH COMPANY 022 SRL,SYNTH FUEL 00397,synth fuel 00397,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,7,2024-08-09,2026-03-12
SYNTH COMPANY 022 SRL,SYNTH UTILITY 01197,synth utility 01197,4426,TVA DEDUCTIBILA,Activ,2,2024-08-24,2025-05-19
SYNTH COMPANY 022 SRL,SYNTH UTILITY 00815,synth utility 00815,4426,TVA DEDUCTIBILA,Activ,3,2024-08-24,2025-05-19
SYNTH COMPANY 022 SRL,SYNTH UTILITY 01116,synth utility 01116,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,7,2024-08-09,2025-12-17
SYNTH COMPANY 022 SRL,SYNTH UTILITY 00846,synth utility 00846,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,4,2024-11-07,2025-07-21
SYNTH COMPANY 022 SRL,SYNTH MAINTENANCE 01110,synth maintenance 01110,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,1,2025-05-19,2025-05-19
SYNTH COMPANY 022 SRL,SYNTH RETAIL 00182,synth retail 00182,401,FURNIZORI,Pasiv,7,2024-08-09,2025-11-20
SYNTH COMPANY 022 SRL,SYNTH OFFICE 00320,synth office 00320,601,CHELT. CU MATERIILE PRIME,Cheltuieli,5,2024-12-14,2025-06-13
SYNTH COMPANY 022 SRL,SYNTH OFFICE 00927,synth office 00927,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,1,2025-06-13,2025-06-13
SYNTH COMPANY 022 SRL,SYNTH MAINTENANCE 00966,synth maintenance 00966,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,1,2025-07-21,2025-07-21
SYNTH COMPANY 022 SRL,SYNTH RAW MATERIAL 00864,synth raw material 00864,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,2,2025-09-04,2026-01-07
SYNTH COMPANY 022 SRL,SYNTH FUEL 00985,synth fuel 00985,371,MARFURI,Activ,1,2025-04-16,2025-04-16
SYNTH COMPANY 022 SRL,SYNTH MAINTENANCE 00075,synth maintenance 00075,4426,TVA DEDUCTIBILA,Activ,1,2025-09-20,2025-09-20
SYNTH COMPANY 022 SRL,SYNTH RETAIL 00694,synth retail 00694,704,VEN. DIN SERVICII PRESTATE,Pasiv,1,2025-09-04,2025-09-04
